Compounds	Object ID	InChI-Key	SMILES	
(-)-<i>epi</i>-&beta;-santalene	CPD-13476	InChIKey=PGBNIHXXFQBCPU-UHFFFAOYSA-N	CC(C)=CCCC1(C)(C(=C)C2(CC1CC2))	
(+)-&alpha;-santalol	CPD-13496	InChIKey=PDEQKAVEYSOLJX-NVFXPZDQSA-N	CC(CO)=CCCC3(C1(CC2(C(C1)C(C)23)))C	
&beta;-santalol	CPD-13497	InChIKey=OJYKYCDSGQGTRJ-GQYWAMEOSA-N	CC(CO)=CCCC1(C)(C(=C)C2(CC1CC2))	
zealexin A2	CPD-13570	InChIKey=LADBPVPUWQYSSY-OAHLLOKOSA-M	CC2(C)(CC(C1(O)(CC=C(C([O-])=O)CC1))=CCC2)	
zealexin A3	CPD-13571	InChIKey=FJYXXUMBAWFLEI-UHFFFAOYSA-M	CC2(C)(C(O)C(C1(CC=C(C([O-])=O)CC1))=CCC2)	
zealexin B1	CPD-13572	InChIKey=FLTRYYPYDXSVMK-UHFFFAOYSA-M	CC2(C)(CC(C1(=CC=C(C([O-])=O)CC1))=CCC2)	
zealexin A1	CPD-13573	InChIKey=IQKSHFZTCNUYOT-UHFFFAOYSA-M	CC2(C)(CC(C1(CC=C(C([O-])=O)CC1))=CCC2)	
pentalen-13-ol	CPD-13616	InChIKey=UUWZJPBRBCIXLA-ZBFOYUMQSA-N	CC1(CCC3(C(CO)=CC2(CC(C)(C)CC123)))	
pentalen-13-al	CPD-13617	InChIKey=JWMGZDVPJPOYGL-ZBFOYUMQSA-N	CC1(CCC3(C(C=O)=CC2(CC(C)(C)CC123)))	
1-deoxypentalenate	CPD-13618	InChIKey=DCFDRCCHOOORSB-QWMVPQQSSA-M	CC1(CCC3(C(C([O-])=O)=CC2(CC(C)(C)CC123)))	
pentalenolactone	CPD-13619	InChIKey=NUPNVWUYFVEAIT-QMLHWYPBSA-M	CC3(C(C)C4(C=C(C([O-])=O)[CH]2(C(C1(OC1)C(=O)OC2)(C=3)4)))	
1-deoxy-11&beta;-hydroxypentalenate	CPD-13620	InChIKey=IZHNAGBQRXWHMT-QLLAZOAUSA-M	CC1(C(O)C[CH]3(C21([CH](CC(C)(C)C2)C=C(C([O-])=O)3)))	
pentalenolactone D	CPD-13621	InChIKey=MRLXXQBBRNRWDA-PBGVKACZSA-M	CC1(C(=O)OCC2(C31(CC(C)(C)CC(C=C(C([O-])=O)2)3)))	
pentalenolactone F	CPD-13622	InChIKey=UUDKOVSZNMZKND-NRLHAWGHSA-M	CC3(C)(CC4(C=C(C([O-])=O)[CH]2(C(C1(OC1)C(=O)OC2)(C3)4)))	
neopentalenolactone D	CPD-13623	InChIKey=ZMLAXRVFMBEJIF-XNJYERNQSA-M	CC1(OC(=O)CC2(C31(CC(C)(C)CC(C=C(C([O-])=O)2)3)))	
neopentalenolactone F	CPD-13624	InChIKey=YWHKSSBMSXJUIW-RCVHVDPASA-M	CC3(C)(CC4(C=C(C([O-])=O)C2(C(C1(OC1)OC(=O)C2)(C3)4)))	
1-deoxy-11-oxopentalenate	CPD-13625	InChIKey=QNHNMKVZFMGGJB-LIEMUPCESA-M	CC1(C(=O)C[CH]3(C21([CH](CC(C)(C)C2)C=C(C([O-])=O)3)))	
[4-(5,5-dimethylcyclohex-1-en-1-yl)-cyclohex-1-en-1-yl] methanol	CPD-13626	InChIKey=TWLSWZMXZCBDMX-UHFFFAOYSA-N	CC2(C)(CC(C1(CC=C(CO)CC1))=CCC2)	
4-(5,5-dimethylcyclohex-1-en-1-yl)cyclohex-1-ene-1-carbaldehyde	CPD-13627	InChIKey=FITVEUXUZLYLPG-UHFFFAOYSA-N	CC2(C)(CC(C1(CC=C(C=O)CC1))=CCC2)	
pentalenolactone E	CPD-13632	InChIKey=VDWJABPVVAYLBS-BRIYQRAZSA-M	C=C1(C(=O)OCC2(C31(CC(C)(C)CC(C=C(C([O-])=O)2)3)))	
neopentalenolactone E	CPD-13638	InChIKey=NMQMLYMVPLMPSU-BRIYQRAZSA-M	C=C1(OC(=O)CC2(C31(CC(C)(C)CC(C=C(C([O-])=O)2)3)))	
neopentalenolactone	CPD-13639	InChIKey=GHVCEFNVHLESTB-WHLHOXALSA-M	CC3(C(C)C4(C=C(C([O-])=O)C2(C(C1(OC1)OC(=O)C2)(C=3)4)))	
(+)-&beta;-caryophyllene	CPD-13785	InChIKey=NPNUFJAVOOONJE-IOMPXFEGSA-N	CC1(CC[CH]2(C(C[CH](C(CCC=1)=C)2)(C)C))	
(+)-caryolan-1-ol	CPD-13786	InChIKey=FUQAYSQLAOJBBC-MXYBEHONSA-N	CC1([CH]2(CCC3(CC([CH](C1)2)(CCC3)O)C))C	
viridiflorene	CPD-13857	InChIKey=WGTRJVCFDUCKCM-FMKGYKFTSA-N	CC2(CC[CH]1(C(C)(C)[CH]1[CH]3(C(C)CCC=23)))	
&delta;-cadinol	CPD-13861	InChIKey=ISOIDIYKQYJGMC-AUXXQLBISA-N	CC(C)C1(CC=C(C)C2(C1CC(O)(C)CC2))	
&tau;-muurolene	CPD-13862	InChIKey=WRHGORWNJGOVQY-UHFFFAOYSA-N	CC(C)C2(C1(C(CCC(C)=C1)C(=C)CC2))	
avermitilol	CPD-13863	InChIKey=BLGPPSRDEKNCLT-CDWXYHGHSA-N	CC3(CCC(O)C1(C)([CH]([CH]2(C(C)(C)[CH](CC1)2))3))	
viridiflorol	CPD-13864	InChIKey=AYXPYQRXGNDJFU-IMNVLQEYSA-N	CC1([CH]2([CH]3(C(C)(C)[CH](CCC(O)(C)[CH](CC1)2)3)))	
bicyclogermacrene	CPD-13870	InChIKey=VPDZRSSKICPUEY-IBYSFASBSA-N	CC2(CCC1(C(C)(C)C1C=C(CCC=2)C))	
lepidozene	CPD-13871	InChIKey=VPDZRSSKICPUEY-NSCYOEICSA-N	CC2(=CCCC(C)=CC1(C(C)(C)[CH]1CC2))	
7-<i>epi</i>-sesquithujene	CPD-13874	InChIKey=UCQHFDKBUHCAFR-KKUMJFAQSA-N	CC(=CCCC(C12(CC=C(C(C1)2)C))C)C	
sesquithujene	CPD-13875	InChIKey=UCQHFDKBUHCAFR-ILXRZTDVSA-N	CC(=CCCC(C12(CC=C(C(C1)2)C))C)C	
(+)-isoitalicene	CPD-14342	InChIKey=BWAXOYJGXIEEOE-RGCMKSIDSA-N	CC2(=C[CH]3(C(C)(C)[CH]1(CCC(C)C1(CC2)3)))	
intermedeol	CPD-14374	InChIKey=DPQYOKVMVCQHMY-QPSCCSFWSA-N	C=C([CH]1(C[CH]2(C(O)(CCCC(CC1)2C)C)))C	
(+)-selina-4,11-diene	CPD-14376	InChIKey=MOTCYZHGMCNNRH-AWKYBWMHSA-N	C=C(C1(CCC2(C)(C(C1)=C(C)CCC2)))C	
(+)-<i>trans</i>-abscisic aldehyde	CPD-14385	InChIKey=RIKWDZWVHUIUAM-SQGBXOFWSA-N	CC(C=CC1(C(CC(C=C1C)=O)(C)C)O)=CC=O	
seychellene	CPD-14510	InChIKey=QQWUXXGYAQMTAT-UHFFFAOYSA-N	CC3(C1(C2(C(C(C(C1)CC2)=C)(CC3)C)C))	
&Delta;<sup>6</sup>-protoilludene	CPD-14796	InChIKey=FBSBGGJQVUYUDB-ZLDLUXBVSA-N	CC3(=C1(CCC(C)1[CH]2(CC(C)(C)C[CH]2C3)))	
(-)-&alpha;-isocomene	CPD-14797	InChIKey=SAOJPWFHRMUCFN-LKWLHFCZSA-N	CC1(C23(C(C)(CC1)C(C)=CC(C)(CCC2)3))	
&beta;-isocomene	CPD-14798	InChIKey=KPKLYXVMHOVJJL-LKWLHFCZSA-N	CC1(C23(C(C)(CC1)C(=C)CC(C)(CCC2)3))	
(<i>E</i>)-2-<i>epi</i>-&beta;-caryophyllene	CPD-14799	InChIKey=NPNUFJAVOOONJE-QWAJQTJBSA-N	CC1(CC[CH]2(C(C[CH](C(CCC=1)=C)2)(C)C))	
valerena-4,7(11)-diene	CPD-14800	InChIKey=MZZFDMZYIBWOOA-KWCYVHTRSA-N	CC(C)=CC1(CCC(C)[CH]2(CCC(C)=C12))	
valerenate	CPD-14802	InChIKey=FEBNTWHYQKGEIQ-SUKRRCERSA-M	CC1([CH]2(CCC(C)=C(C(C=C(C)C([O-])=O)CC1)2))	
7-epizingiberene	CPD-15031	InChIKey=KKOXKGNSUHTUBV-GICMACPYSA-N	CC(=CCCC(C1(CC=C(C=C1)C))C)C	
kunzeaol	CPD-15241	InChIKey=PXMCURAOQSNMOZ-MDKMTUDGSA-N	CC(C)C1(CCC(C)=CCCC(C)=CC(O)1)	
6&alpha;-hydroxy-germacra-1(10),4,11(13)-trien-12-oate	CPD-16700	InChIKey=DCBBYKNERJKYSH-AHNJNIBGSA-M	CC1(=CCCC(C)=CC(O)C(C(C(=O)[O-])=C)CC1)	
8&beta;-hydroxy-germacra-1(10),4,11(13)-trien-12-oate	CPD-16701	InChIKey=RSVUVHWOGWOXAY-BQULMBIYSA-M	CC1(CCC=C(C)CC(O)C(C(C(=O)[O-])=C)CC=1)	
parthenolide	CPD-16766	InChIKey=KTEXNACQROZXEV-PVLRGYAZSA-N	CC2(CCC1(C(OC(=O)C(=C)1)C3(OC(C)(CCC=2)3)))	
3&beta;-hydroxyparthenolide	CPD-16767	InChIKey=BBXAUSVGMAQCDJ-CIZLYXFYSA-N	CC2(CCC1(C(OC(=O)C(=C)1)C3(OC(C)(C(O)CC=2)3)))	
3&beta;-hydroxycostunolide	CPD-16771	InChIKey=XQVSREKNQZKAKU-WRDQZYKISA-N	CC2(=CCC(O)C(C)=CC1(OC(=O)C(=C)C1CC2))	
pentalenene	CPD-1763	InChIKey=YGIVIHRLDOVJLL-PEGDAGBESA-N	CC1(=CC3(CC(C)(C)CC2(C(C)CCC12)3))	
capsidiol	CPD-4661	InChIKey=BXXSHQYDJWZXPB-OKNSCYNVSA-N	C=C(C1(CC2(C(C(CC(C(=CC1)2)O)O)C)C))C	
1-deoxy-capsidiol	CPD-4662	InChIKey=TWGYXCCDWSORFO-QHSBEEBCSA-N	C=C(C1(CC2(C(C(CCC(=CC1)2)O)C)C))C	
3-deoxy-capsidiol	CPD-4663	InChIKey=NJWPLFBOSCSZFA-QHSBEEBCSA-N	C=C(C1(CC2(C(CCC(C(=CC1)2)O)C)C))C	
(+)-5-<i>epi</i>-aristolochene	CPD-4664	InChIKey=YONHOSLUBQJXPR-UMVBOHGHSA-N	C=C(C1(CC2(C(CCCC(=CC1)2)C)C))C	
(-)-vetispiradiene	CPD-4703	InChIKey=WEZDOYDDKIHCLM-ILXRZTDVSA-N	C=C(C2(CC1(C(CCC=C1C)C)CC2))C	
solavetivone	CPD-4721	InChIKey=FGCUSSRGQNHZRW-UMVBOHGHSA-N	C=C(C2(CC1(C(CC(C=C1C)=O)C)CC2))C	
15-hydroxysolavetivone	CPD-4741	InChIKey=JPVDGXUSNAEUIC-JMSVASOKSA-N	C=C(C2(CC1(C(CC(C=C1CO)=O)C)CC2))C	
2-dehydrolubimin	CPD-4742	InChIKey=RXSSJEZNYYKUBE-BHPKHCPMSA-N	C=C(C2(CC1(C(CC(CC(C=O)1)=O)C)CC2))C	
lubimin	CPD-4743	InChIKey=CEVNHRPKRNTGKO-ZSAUSMIDSA-N	C=C(C)C1(CCC2(C1)(C(C)CC(O)CC(C=O)2))	
3-hydroxylubimin	CPD-4744	InChIKey=YIGYYGXJIDAEOF-OJVARPOJSA-N	C=C(C2(CC1(C(C(C(CC1C=O)O)O)C)CC2))C	
rishitin	CPD-4745	InChIKey=XSCYYIVXGBKTOC-GZZJDILISA-N	C=C(C2(CC1(C(C(C(CC=1CC2)O)O)C)))C	
3-hydroxy-15-dihydrolubimin	CPD-4746	InChIKey=NPIIWZCGVADPIE-OJVARPOJSA-N	C=C(C2(CC1(C(C(C(CC(CO)1)O)O)C)CC2))C	
(+)-<i>cis</i>-abscisic aldehyde	CPD-692	InChIKey=RIKWDZWVHUIUAM-KICRZJJPSA-N	CC(=CC=O)C=CC1(C(C)(C)CC(=O)C=C(C)1)O	
amorpha-4,11-diene	CPD-7554	InChIKey=HMTAHNDPLDKYJT-CBBWQLFWSA-N	C=C([CH]1([CH]2(C=C(CC[CH](C(CC1)C)2)C)))C	
artemisinic alcohol	CPD-7556	InChIKey=CZSSHKCZSDDOAH-UNQGMJICSA-N	CC1(CC[CH]2(C(CC[CH]([CH](C=1)2)C(CO)=C)C))	
artemisinin	CPD-7561	InChIKey=BLUAFEHZUWYNDE-NNWCWBAJSA-N	CC1(CC[CH]3(C(C)C(O[CH]4(OC2(CC[CH]1C(OO2)34)(C)))=O))	
(+)-valencene	CPD-7989	InChIKey=QEBNYNLSCGVZOH-NFAWXSAZSA-N	C=C(C1(CC2(C(CCC=C(CC1)2)C)C))C	
(-)-&beta;-caryophyllene	CPD-8230	InChIKey=NPNUFJAVOOONJE-GFUGXAQUSA-N	CC1(CC[CH]2(C(C[CH](C(CCC=1)=C)2)(C)C))	
&beta;-elemene	CPD-8232	InChIKey=OPFTUNCRGUEPRZ-UHFFFAOYSA-N	C=CC1(C)(C(CC(CC1)C(C)=C)C(C)=C)	
&alpha;-humulene	CPD-8233	InChIKey=FAMPSKZZVDUYOS-HRGUGZIWSA-N	CC1(=CCCC(=CCC(C=CC1)(C)C)C)	
&alpha;-copaene	CPD-8234	InChIKey=VLXDPFLIRFYIME-PLWLXLEKSA-N	CC(C)C1(CCC2(C3(C1C2CC=C(C)3))(C))	
(+)-&alpha;-barbatene	CPD-8235	InChIKey=RMKQBFUAKZOVPQ-UHFFFAOYSA-N	CC2(C1(C3(CCCC(C(C1)(C)CC=2)3C)C))	
(+)-thujopsene	CPD-8236	InChIKey=WXQGPFZDVCRBME-BPLDGKMQSA-N	CC2(C3(C1(C(CCCC1(CC=2)C)(C)C)C3))	
isobazzanene	CPD-8237	InChIKey=WUOZOSFJWTXTKG-UHFFFAOYSA-N	CC2(CCC(C1(C(C)(C)CCC=1))(CC=2)C)	
(+)-&beta;-barbatene	CPD-8238	InChIKey=RTONMYLSQISFQA-UHFFFAOYSA-N	C=C1(CCC3(C)(CC1C2(C)(C(C)(CCC2)3)))	
(<i>E</i>)-&beta;-farnesene	CPD-8239	InChIKey=JSNRRGGBADWTMC-NTCAYCPXSA-N	C=CC(CCC=C(CCC=C(C)C)C)=C	
&beta;-acoradiene	CPD-8240	InChIKey=DVBSKQAFCDJNSL-WLYUNCDWSA-N	C=C(C)C1(C2(C(C)CC1)(CCC(C)=CC2))	
(+)-&beta;-chamigrene	CPD-8241	InChIKey=WLNGPDPILFYWKF-HNNXBMFYSA-N	CC2(CCC1(C(=C)CCCC1(C)C)(CC=2))	
&alpha;-zingiberene	CPD-8242	InChIKey=KKOXKGNSUHTUBV-MLCCFXAWSA-N	CC(=CCCC(C1(CC=C(C=C1)C))C)C	
(-)-&alpha;-cuprenene	CPD-8243	InChIKey=DYQFFTPJVWEYMH-OAHLLOKOSA-N	CC2(=CC=C(C1(C)(C(C)(C)CCC1))CC2)	
(-)-cuparene	CPD-8244	InChIKey=SLKPBCXNFNIJSV-OAHLLOKOSA-N	CC2(=CC=C(C1(C)(CCCC1(C)C))C=C2)	
&alpha;-chamigrene	CPD-8245	InChIKey=SIBCECUUMHIAAM-UHFFFAOYSA-N	CC2(CCC1(C(C)=CCCC1(C)C)(CC=2))	
(<i>S</i>)-&beta;-bisabolene	CPD-8246	InChIKey=XZRVRYFILCSYSP-OAHLLOKOSA-N	CC(=CCCC([CH]1(CCC(=CC1)C))=C)C	
&beta;-sesquiphellandrene	CPD-8247	InChIKey=PHWISBHSBNDZDX-UHFFFAOYSA-N	CC(=CCCC(C1(CCC(C=C1)=C))C)C	
&gamma;-humulene	CPD-8730	InChIKey=FNXUOGPQAOCFKU-PVYBRLDNSA-N	CC1(CCCC(C=CC(CCC=1)=C)(C)C)	
sibirene	CPD-8731	InChIKey=ALUIZDJKPCNAGJ-UHFFFAOYSA-N	CC(C1(=CC2(C(CC1)(CCCC2=C)C)))C	
&alpha;-himachalene	CPD-8732	InChIKey=ZJSIKVDEOWWVEH-UHFFFAOYSA-N	CC1(CCC2(C(CCCC(C(C=1)2)(C)C)=C))	
&beta;-himachalene	CPD-8733	InChIKey=LCOSCMLXPAQCLQ-UHFFFAOYSA-N	CC1(CCC2(=C(CCCC(C(C=1)2)(C)C)C))	
&gamma;-himachalene	CPD-8734	InChIKey=PUWNTRHCKNHSAT-UHFFFAOYSA-N	CC1(CCC2(C(=CCCC(C(C=1)2)(C)C)C))	
(E) &gamma;-bisabolene	CPD-8737	InChIKey=XBGUIVFBMBVUEG-PFONDFGASA-N	CC(C)=CCCC(C)=C1(CCC(C)=CC1)	
(<i>E</i>)-&alpha;-bisabolene	CPD-8738	InChIKey=YHBUQBJHSRGZNF-VGOFMYFVSA-N	CC(=CCC=C(C1(CCC(=CC1)C))C)C	
&alpha;-cubebene	CPD-8739	InChIKey=XUEHVOLRMXNRKQ-RUOPDXTDSA-N	CC(C1(C2(C3(C(=CCC(C(CC1)C)23)C))))C	
&beta;-copaene	CPD-8740	InChIKey=UPVZPMJSRSWJHQ-XIQJJJERSA-N	CC(C)C1(CCC2(C3([CH]1[CH]2CCC(=C)3))(C))	
(<i>E,E</i>)-germacrene B	CPD-8744	InChIKey=GXEGJTGWYVZSNR-LBJJKJHXSA-N	CC(=C1(CCC(=CCCC(=CC1)C)C))C	
germacrene C	CPD-8745	InChIKey=WYGLLWYGQRUNLF-VUSWODRPSA-N	CC(C1(CCC(=CCCC(=CC=1)C)C))C	
(-)-germacrene D	CPD-8746	InChIKey=GAIBLDCXCZKKJE-QRYCCKSOSA-N	CC(C)C1(C=CC(=C)CCC=C(C)CC1)	
(<i>Z,E</i>)-germacrene B	CPD-8747	InChIKey=DXEXHMSJWQXEDR-GUZOQHLSSA-N	CC(=C1(CCC(=CCCC=C(C1)C)C))C	
seli-3,7(11)-diene	CPD-8748	InChIKey=WNRBYZQFEBIUGD-UHFFFAOYSA-N	CC(=C1(CCC2(CCC=C(C(C1)2)C)(C)))C	
&alpha;-guaiene	CPD-8749	InChIKey=ADIDQIZBYUABQK-RWMBFGLXSA-N	C=C(C1(CCC(C2(CCC(C(C1)=2)C))C))C	
guaia-6,9-diene	CPD-8750	InChIKey=RCMUGHFHXFHKNW-UHFFFAOYSA-N	CC(C1(CC=C(C2(CCC(C(C=1)2)C))C))C	
longicyclene	CPD-8751	InChIKey=WCEIQUQVIOGRBF-UHFFFAOYSA-N	CC1(CCCC4(C)(C2(C1C3(C(C(C2)3)(C)4))))C	
&beta;-longipinene	CPD-8752	InChIKey=DQOVXHMHLOWECL-UHFFFAOYSA-N	C=C1(C3(C2(C(CCCC(C(CC1)2)3C)(C)C)))	
&beta;-gurjunene	CPD-8753	InChIKey=IRCZVRWQUNZGSH-DKTYCGPESA-N	CC3(CC[CH]1(C(C)(C)[CH]1[CH]2([CH](CCC(=C)2)3)))	
longiborneol	CPD-8761	InChIKey=MNNFKQAYXGEKFA-UHFFFAOYSA-N	CC1(C3(C(C2(CCC(C(CCC1)2C)3)C)O))C	
&alpha;-longipinene	CPD-8762	InChIKey=HICYDYJTCDBHMZ-UHFFFAOYSA-N	CC1(C3(C2(C(CCCC(C(CC=1)2)3C)(C)C)))	
cyclosativene	CPD-8763	InChIKey=XBWACJDEQIZTPR-UHFFFAOYSA-N	CC(C1(C4(C2(CC3(C(C(CC1)2C)(C)C34)))))C	
(<i>E</i>,<i>E</i>)-&alpha;-farnesene	CPD-8764	InChIKey=CXENHBSYCFFKJS-VDQVFBMKSA-N	C=CC(C)=CCC=C(CCC=C(C)C)C	
(-)-&alpha;-cedrene	CPD-8776	InChIKey=IRAQOCYXUMOFCW-OSFYFWSMSA-N	CC1(=CCC23(CC1C(C)(C)C2CCC(C)3))	
&beta;-cedrene	CPD-8777	InChIKey=DYLPEFGBWGEFBB-OSFYFWSMSA-N	C=C1(CCC23(CC1C(C)(C)C2CCC(C)3))	
(+)-&gamma;-cadinene	CPD-8787	InChIKey=WRHGORWNJGOVQY-KKUMJFAQSA-N	CC(C)C2([CH]1([CH](CCC(C)=C1)C(=C)CC2))	
(+)-&alpha;-cadinene	CPD-8788	InChIKey=QMAYBMKBYCGXDH-KKUMJFAQSA-N	CC(C)C2(C1(C(CCC(C)=C1)C(C)=CC2))	
(+)-&beta;-cadinene	CPD-8789	InChIKey=USDOQCCMRDNVAH-KKUMJFAQSA-N	CC(C)C2([CH]1([CH](CC=C(C)C1)C(C)=CC2))	
(+)-&gamma;-amorphene	CPD-8790	InChIKey=WRHGORWNJGOVQY-SOUVJXGZSA-N	CC(C)C2([CH]1([CH](CCC(C)=C1)C(=C)CC2))	
(+)-&gamma;-muurolene	CPD-8791	InChIKey=WRHGORWNJGOVQY-ZNMIVQPWSA-N	CC(C)C2([CH]1([CH](CCC(C)=C1)C(=C)CC2))	
(+)-&gamma;-bulgarene	CPD-8792	InChIKey=WRHGORWNJGOVQY-RRFJBIMHSA-N	CC(C)C2([CH]1([CH](CCC(C)=C1)C(=C)CC2))	
(+)-&delta;-amorphene	CPD-8793	InChIKey=FUCYIEXQVQJBKY-DZGCQCFKSA-N	CC(C)C2([CH]1(C(CCC(C)=C1)=C(C)CC2))	
(+)-&beta;-amorphene	CPD-8794	InChIKey=USDOQCCMRDNVAH-SOUVJXGZSA-N	CC(C)C2([CH]1([CH](CC=C(C)C1)C(C)=CC2))	
(+)-&beta;-muurolene	CPD-8795	InChIKey=USDOQCCMRDNVAH-ZNMIVQPWSA-N	CC(C)C2([CH]1([CH](CC=C(C)C1)C(C)=CC2))	
(+)-&beta;-bulgarene	CPD-8796	InChIKey=USDOQCCMRDNVAH-RRFJBIMHSA-N	CC(C)C2([CH]1([CH](CC=C(C)C1)C(C)=CC2))	
(+)-&alpha;-amorphene	CPD-8797	InChIKey=QMAYBMKBYCGXDH-SOUVJXGZSA-N	CC(C)C2(C1(C(CCC(C)=C1)C(C)=CC2))	
(+)-&alpha;-muurolene	CPD-8798	InChIKey=QMAYBMKBYCGXDH-ZNMIVQPWSA-N	CC(C)C2(C1(C(CCC(C)=C1)C(C)=CC2))	
(+)-&alpha;-bulgarene	CPD-8799	InChIKey=QMAYBMKBYCGXDH-RRFJBIMHSA-N	CC(C)C2(C1(C(CCC(C)=C1)C(C)=CC2))	
(-)-&beta;-elemene	CPD-8800	InChIKey=VGLVBDNQOXVDTC-NOYMGPGASA-N	C=CC1(CCC(CC(C(=C)C)1)C(C)C)C	
&alpha;-ylangene	CPD-8801	InChIKey=VLXDPFLIRFYIME-KYRRZXGASA-N	CC(C1(C3(C2(C(=CCC(C(CC1)(C)2)3)C))))C	
&beta;-ylangene	CPD-8802	InChIKey=UPVZPMJSRSWJHQ-KYRRZXGASA-N	CC(C)C1(CCC2(C3(C1C2CCC(=C)3))(C))	
(-)-&beta;-cubebene	CPD-8803	InChIKey=FSRZGYRCMPZNJF-WQGXVZNYSA-N	CC(C)C1(CCC(C)C23(C([CH]12)C(=C)CC3))	
(+)-sativene	CPD-8804	InChIKey=VOBBUADSYROGAT-KLDMJIFRSA-N	CC(C1(CCC3(C(C2(CCC(C12)3))=C)C))C	
cadalene	CPD-8806	InChIKey=VMOJIHDTVZTGDO-UHFFFAOYSA-N	CC(C)C1(=CC=C(C)C2(=C1C=C(C=C2)C))	
&gamma;-calacorene	CPD-8807	InChIKey=YLIAZCIBLKJTKN-LBPRGKRZSA-N	CC(C1(C2(C=C(C=CC(C(CC=1)C)=2)C)))C	
&alpha;-calacorene	CPD-8808	InChIKey=CUUMXRBKJIDIAY-ZDUSSCGKSA-N	CC(C1(C2(C=C(C=CC(C(=CC1)C)=2)C)))C	
rotundene	CPD-8811	InChIKey=XAAMMPKFMNZIIC-UHFFFAOYSA-N	CC2(C1(CC3(CCC(C1CC2)(C)C=C3C)))	
(-)-cyperene	CPD-8812	InChIKey=RTBLDXVIGWSICW-JMSVASOKSA-N	CC2(=C1(CC3(CCC(C1(CC2)C3(C)C)C)))	
nootkatene	CPD-8813	InChIKey=RSKODCFDTXJUBN-NFAWXSAZSA-N	C=C(C1(CC2(C(CC=CC(=CC1)2)C)C))C	
(-)-<i>endo</i>-&alpha;-bergamotene	CPD-8849	InChIKey=YMBFCQPIMVLNIU-KKUMJFAQSA-N	CC(C)=CCCC1(C)(C2(CC1C(C)=CC2))	
(Z,E)-&alpha;-farnesene	CPD-9338	InChIKey=CXENHBSYCFFKJS-OXYODPPFSA-N	C=CC(C)=CCC=C(CCC=C(C)C)C	
(+)-germacrene D	CPD-9370	InChIKey=GAIBLDCXCZKKJE-YZJXYJLZSA-N	CC(C)C1(C=CC(CCC=C(C)CC1)=C)	
(+)-costunolide	CPD-9410	InChIKey=HRYLQFBHBWLLLL-AHNJNIBGSA-N	CC2(=CCCC(C)=CC1(OC(=O)C(=C)C1CC2))	
germacra-1(10),4,11(13)-trien-12-ol	CPD-9411	InChIKey=NDZJCEAHBZKIDU-KGSGWQTPSA-N	CC1(=CCCC(C)=CCC(C(CO)=C)CC1)	
germacra-1(10),4,11(13)-trien-12-al	CPD-9412	InChIKey=AXUADEXBLHHYAJ-KGSGWQTPSA-N	CC1(=CCCC(C)=CCC(C(C=O)=C)CC1)	
germacra-1(10),4,11(13)-trien-12-oate	CPD-9413	InChIKey=IBJVPIJUFFVDBS-JBMXZMKISA-M	CC1(=CCCC(C)=CCC(C(C(=O)[O-])=C)CC1)	
(2<i>Z</i>,6<i>E</i>)-farnesyl diphosphate	CPD-9444	InChIKey=VWFJDQUYCIWHTN-PVMFERMNSA-K	CC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])(=O)[O-]	
desoxyhemigossypol	CPD-9524	InChIKey=UACUHHDLYFQIDS-UHFFFAOYSA-N	CC(C3(=C(C(=C2(C1(=C(C=C(C=C1OC2)C)3)))O)O))C	
hemigossypol	CPD-9525	InChIKey=WWHRTLINNBKCGL-UHFFFAOYSA-N	CC(C2(=C(C(=C(C1(=C(C=C(C=C1O)C)2))C=O)O)O))C	
gossypol	CPD-9526	InChIKey=KVKZRURZHVRGNY-UHFFFAOYSA-N	CC(C4(=C(C(=C(C3(=C(C=C(C(C1(C(O)=CC2(=C(C=1C)C(=C(C(=C2C=O)O)O)C(C)C)))=C3O)C)4))C=O)O)O))C	
gossypol-6,6'-dimethyl ether	CPD-9527	InChIKey=UFXIRFJKOAVGEP-UHFFFAOYSA-N	CC(C4(=C(C(=C(C3(=C(C=C(C(C1(C(O)=CC2(=C(C=1C)C(=C(C(=C2C=O)O)OC)C(C)C)))=C3O)C)4))C=O)O)OC))C	
desoxyhemigossypol-6-methyl ether	CPD-9528	InChIKey=ZMCDJIAUWJBTEN-UHFFFAOYSA-N	CC(C3(=C(C(=C2(C1(=C(C=C(C=C1OC2)C)3)))O)OC))C	
hemigossypol-6-methyl ether	CPD-9529	InChIKey=XOXRFBVTHNRDNY-UHFFFAOYSA-N	CC(C2(=C(C(=C(C1(=C(C=C(C=C1O)C)2))C=O)O)OC))C	
(+)-<i>epi</i>-isozizaene	CPD-9959	InChIKey=CYLSPJUZBPWJGC-ITDIGPHOSA-N	CC1(C23(C(CC1)=C(C)C(C)(C)C(C2)CC3))	
<i>cis</i>-abscisic alcohol	CPD4FS-7	InChIKey=GRJFTUSJGMRSSJ-KICRZJJPSA-N	CC(=CCO)C=CC1(C(C)(C)CC(=O)C=C(C)1)O	
<i>trans</i>-abscisic alcohol	CPD4FS-8	InChIKey=GRJFTUSJGMRSSJ-SQGBXOFWSA-N	CC(=CCO)C=CC1(C(C)(C)CC(=O)C=C(C)1)O	
